tile,cluster,zone,area_m2,n_pts,n_ground,n_class1,n_reclaim,ground_per_m2,class1_per_m2,reclaim_per_m2,med_inten_ground,med_inten_reclaim,med_absang_ground,med_absang_reclaim,planar_ground,planar_ground_n,planar_reclaim,planar_reclaim_n
621594,31,floor,17.75,283,197,86,10,11.098591549295774,4.845070422535211,0.5633802816901409,26448.0,19016.0,13.188,13.530000000000001,0.1900071467183011,197,0.232805120315561,10
621594,31,ring,281.0,4430,3234,1196,5,11.508896797153024,4.2562277580071175,0.017793594306049824,25904.0,15504.0,13.356,13.602,0.039117245667426914,1500,0.1078545846439738,5
621594,31,far,4074.5,44468,25591,18877,11,6.280770646705117,4.632961099521414,0.002699717756779973,21456.0,16224.0,13.134,13.434000000000001,0.019734806342512456,1500,0.14343157708577792,11
621594,32,floor,22.75,56,37,19,12,1.6263736263736264,0.8351648351648352,0.5274725274725275,28592.0,25872.0,6.306,6.222,0.16714870586855568,37,0.22890220656000793,12
621594,32,ring,300.5,951,695,256,11,2.312811980033278,0.8519134775374376,0.036605657237936774,25024.0,12784.0,6.2700000000000005,6.1080000000000005,0.031025769356006094,695,0.17928175553919345,11
621594,32,far,4137.25,12640,9811,2829,156,2.3713819566136927,0.6837875400326304,0.037706205813040065,22752.0,19344.0,6.282,6.402,0.021033062453966522,1500,0.09119833977504754,156
621594,33,floor,33.25,78,63,15,9,1.894736842105263,0.45112781954887216,0.2706766917293233,21040.0,18688.0,9.456,9.444,0.11020576946765459,63,0.18768109931988874,9
621594,33,ring,313.0,891,741,150,0,2.36741214057508,0.4792332268370607,0.0,25216.0,,9.474,,0.02038869192455195,741,,0
621594,33,far,4179.5,10837,9964,873,24,2.3840172269410216,0.20887665988754636,0.005742313673884436,25088.0,28184.0,9.462,8.619,0.016643224678347224,1500,0.06439165978144956,24
621594,34,floor,24.0,108,84,24,0,3.5,1.0,0.0,18672.0,,6.462,,0.05410957692276952,84,,0
621594,34,ring,301.25,1302,968,334,19,3.2132780082987553,1.1087136929460581,0.06307053941908713,18912.0,17440.0,6.48,6.390000000000001,0.05295827294406763,968,0.19765852238197112,19
621594,34,far,4141.5,14641,12546,2095,41,3.029337196667874,0.5058553664131353,0.00989979476035253,23904.0,23216.0,6.456,7.074,0.01859834751482481,1500,0.09616094684486143,41
621594,35,floor,33.5,116,109,7,0,3.253731343283582,0.208955223880597,0.0,16944.0,,9.054,,0.026875797155071268,109,,0
621594,35,ring,319.5,1220,1034,186,5,3.236306729264476,0.5821596244131455,0.01564945226917058,21472.0,27264.0,9.033,8.94,0.047725708944426515,1034,0.18553821319193275,5
621594,35,far,4195.75,14058,12740,1318,12,3.0364058869093724,0.3141273908121313,0.002860036942143836,22864.0,19664.0,9.015,8.601,0.01713065704274186,1500,0.1331580939791479,12
621594,36,floor,22.5,101,67,34,0,2.977777777777778,1.511111111111111,0.0,8848.0,,12.408,,0.052549694349522724,67,,0
621594,36,ring,294.5,1212,879,333,0,2.9847198641765704,1.130730050933786,0.0,18048.0,,12.372,,0.03411475486780091,879,,0
621594,36,far,4121.25,12629,11869,760,0,2.8799514710342735,0.18441006976038823,0.0,21344.0,,12.336,,0.01403948980745895,1500,,0
